Department Name,Classification Name,Job Pay Rate,Job Start Date,Yrs Svc,Job Employer Status,Address Zip Code
TELECOMMUNICATIONS,PBX OPERATOR/RECEPT,14.918,5/31/2019,1.75,Active Part Time,91752
TELECOMMUNICATIONS,PBX OPERATOR/RECEPT,20.993,2/25/1982,39.0,Active Full Time,91786
TELECOMMUNICATIONS,PBX OPERATOR/RECEPT,19.993,12/19/2011,9.167,Active Regular Pa,91722
TELECOMMUNICATIONS,PBX OPERATOR/RECEPT,15.665,7/9/2018,2.583,Per Diem - LOA,91733
TELECOMMUNICATIONS,PBX OPERATOR/RECEPT,15.665,8/13/2018,2.5,Active Part Time,91773
TELECOMMUNICATIONS,PBX OPERATOR/RECEPT,19.993,12/19/2008,12.167,Active Regular Pa,91724
TELECOMMUNICATIONS,PBX OPERATOR/RECEPT,19.993,12/21/2015,5.167,Active Part Time,91750
TELECOMMUNICATIONS,PBX OPERATOR/RECEPT,19.993,5/8/2008,12.75,Active Full Time,91768
TELECOMMUNICATIONS,PBX OPERATOR/RECEPT,19.993,12/9/2011,9.167,Active Part Time,91763
TELECOMMUNICATIONS,PBX OPERATOR/RECEPT,19.041,2/25/2015,6.0,Active Regular Pa,91730
TELECOMMUNICATIONS,PBX OPERATOR/RECEPT,19.993,12/1/2014,6.167,Active Part Time,91766
TELECOMMUNICATIONS,PBX OPERATOR/RECEPT,14.918,7/1/2019,1.583,Active Part Time,91016
TELECOMMUNICATIONS,PBX OPERATOR/RECEPT,16.448,4/10/2017,3.833,Active Regular Pa,91786
PHARMACY,PHARMACIST,85.87,11/8/1999,21.25,Active Full Time,90802
PHARMACY,PHARMACIST,85.87,2/28/2005,16.0,Active Regular Pa,91709
PHARMACY,PHARMACIST,85.87,5/20/2008,12.75,Active Full Time,91748
PHARMACY,PHARMACIST,67.282,7/2/2018,2.583,Active Full Time,91765
PHARMACY,PHARMACIST,81.78,5/14/2018,2.75,Active Full Time,90680
PHARMACY,PHARMACIST,89.436,7/1/2019,1.583,Active Per Diem,92805
PHARMACY,PHARMACIST,67.282,7/8/2019,1.583,Active Full Time,92835
PHARMACY,PHARMACIST,70.646,3/2/2017,3.917,Active Full Time,91722
PHARMACY,PHARMACIST,85.87,4/24/2017,3.833,Active Full Time,91790
PHARMACY,PHARMACIST,74.178,9/5/2017,3.417,Active Full Time,92886
PHARMACY,PHARMACIST,70.646,8/12/2019,1.5,Active Full Time,91780
PHARMACY,PHARMACIST,74.178,5/14/2018,2.75,RFT - LOA > 30 da,91792
PHARMACY,PHARMACIST,67.282,8/12/2019,1.5,Active Full Time,92336
PHARMACY,PHARMACIST,90.164,6/22/1992,28.667,Active Full Time,91765
PHARMACY,PHARMACIST,90.164,7/19/1976,44.583,Active Regular Pa,91789
PHARMACY,PHARMACIST,70.646,7/10/2017,3.583,Active Full Time,91710
PHARMACY,PHARMACIST,85.87,11/15/2006,14.25,Active Regular Pa,91765
PHARMACY,PHARMACIST,67.282,10/1/2018,2.333,Active Full Time,91016
PHARMACY,PHARMACIST,89.436,11/26/2018,2.25,Active Per Diem,91007
PHARMACY,PHARMACIST,89.436,3/29/2019,1.917,Active Per Diem,92703
PHARMACY,PHARMACIST,64.078,11/14/2018,2.25,Active Full Time,92805
PHARMACY,PHARMACIST,85.87,10/9/2006,14.333,Active Full Time,91706
PHARMACY,PHARMACIST,89.436,12/9/2019,1.167,Active Per Diem,91792
PHARMACY,PHARMACIST,85.87,4/10/2017,3.833,Active Full Time,92683
PHARMACY,PHARMACIST,89.436,7/14/1997,23.583,Active Per Diem,91709
PHARMACY,PHARMACIST,85.87,1/27/2020,1.083,Active Full Time,91748
PHARMACY,PHARMACIST,89.436,11/26/2018,2.25,Active Per Diem,92887
PHARMACY,PHARMACIST,90.164,7/3/1975,45.583,Active Full Time,91741
PHARMACY,PHARMACIST,89.436,10/14/2019,1.333,Active Per Diem,92508
PHARMACY,PHARMACIST,81.78,1/25/2016,5.083,Active Full Time,91740
PHARMACY,PHARMACIST,85.87,12/1/2005,15.167,Active Full Time,91722
PHARMACY,PHARMACIST,89.436,11/10/2020,0.25,Active Per Diem,92886
PHARMACY,PHARMACIST,85.87,2/14/2000,21.0,Active Full Time,91765
PHARMACY,PHARMACIST,85.87,1/25/2017,4.083,Active Full Time,91789
PHARMACY,PHARMACIST,67.282,7/2/2018,2.583,Active Full Time,92801
PHARMACY,PHARMACIST,89.436,7/1/2019,1.583,Active Per Diem,91765
PHARMACY,PHARMACIST,85.87,7/6/1998,22.583,Active Full Time,91709
PHARMACY,PHARMACIST,81.78,3/13/2017,3.917,Active Regular Pa,92620
PHARMACY,PHARMACIST,89.436,5/12/2008,12.75,Active Per Diem,91790
PHARMACY,PHARMACIST,89.436,3/9/2015,5.917,Active Per Diem,91711
PHARMACY,PHARMACIST,89.436,7/1/2019,1.583,Active Per Diem,91331
PHARMACY,PHARMACIST,81.78,10/17/2016,4.333,Active Full Time,91710
PHARMACY,PHARMACY INTERN,27.384,7/8/2019,1.583,Active Part Time,94539
PHARMACY,PHARMACY INTERN,26.015,7/13/2020,0.583,Active Part Time,91710
PHARMACY,PHARMACY INTERN,27.384,6/18/2018,2.667,Active Part Time,91761
PHARMACY,PHARMACY INTERN,28.753,6/10/2019,1.667,Active Part Time,91709
PHARMACY,PHARMACY INTERN,28.753,5/27/2019,1.75,Active Part Time,91750
PHARMACY,PHARMACY TECH,24.114,7/7/2015,5.583,RPT - LOA > 30 da,92407
PHARMACY,PHARMACY TECH,20.83,5/2/2019,1.75,Active Part Time,91706
PHARMACY,PHARMACY TECH,22.966,3/22/2017,3.917,Active Full Time,91710
PHARMACY,PHARMACY TECH,26.586,9/12/2016,4.417,Active Regular Pa,91701
PHARMACY,PHARMACY TECH,26.586,7/22/2011,9.583,Active Full Time,91739
PHARMACY,PHARMACY TECH,26.586,4/28/2011,9.833,Active Full Time,91792
PHARMACY,PHARMACY TECH,27.916,12/7/1987,33.167,Active Full Time,92503
PHARMACY,PHARMACY TECH,26.586,12/8/1999,21.167,Active Full Time,92335
PHARMACY,PHARMACY TECH,26.586,6/26/2001,19.667,Active Full Time,91766
PHARMACY,PHARMACY TECH,26.586,11/14/1996,24.25,Active Full Time,91765
PHARMACY,PHARMACY TECH,26.586,4/8/1996,24.833,Active Full Time,91768
PHARMACY,PHARMACY TECH,24.114,2/13/2017,4.0,Active Full Time,92376
PHARMACY,PHARMACY TECH,19.837,8/24/2020,0.5,Active Full Time,91750
PHARMACY,PHARMACY TECH,27.916,9/17/1984,36.417,Active Full Time,91766
PHARMACY,PHARMACY TECH,18.892,9/17/2020,0.417,Active Part Time,91791
PHARMACY,PHARMACY TECH,20.83,4/20/2018,2.833,Active Full Time,92335
PHARMACY,PHARMACY TECH,20.83,1/13/2020,1.083,Active Regular Pa,91722
PHARMACY,PHARMACY TECH,26.586,2/11/2019,2.0,Active Part Time,91711
PHARMACY,PHARMACY TECH,26.586,10/28/1996,24.333,RFT - LOA > 30 da,91767
PHARMACY,PHARMACY TECH,27.916,8/2/1967,53.5,Active Regular Pa,91786
PHARMACY,PHARMACY TECH,20.83,8/23/2018,2.5,Active Regular Pa,91741
PHARMACY,PHARMACY TECH,20.83,6/8/2020,0.667,Active Part Time,91723
PHARMACY,PHARMACY TECH,18.892,12/14/2020,0.167,Active Part Time,91730
PHARMACY,PHARMACY TECH,21.871,3/5/2018,2.917,Active Regular Pa,91761
PHARMACY,PHARMACY TECH,18.892,6/8/2020,0.667,Active Part Time,91768
PHARMACY,PHARMACY TECH,24.114,10/14/2019,1.333,Active Regular Pa,91790
PHARMACY,PHARMACY TECH,26.586,9/11/2006,14.417,Active Full Time,91710
PHARMACY,PHARMACY TECH,26.586,10/17/2016,4.333,Active Regular Pa,91766
PHARMACY,PHARMACY TECH,22.966,6/24/2019,1.667,Active Part Time,91762
PHARMACY,PHARMACY TECH,26.586,8/27/2001,19.5,Active Full Time,91773
PHARMACY,PHARMACY TECH,24.114,9/9/2014,6.417,Active Full Time,91709
PHARMACY,PHARMACY TECH,26.586,4/7/2008,12.833,Active Full Time,91764
PHARMACY,PHARMACY TECH,18.892,3/9/2020,0.917,Active Part Time,91748
PHARMACY,PHARMACY TECH,26.586,2/13/2017,4.0,Active Regular Pa,91706
LABORATORY,PHLEBOTOMY COORD,35.503,3/8/2004,16.917,Active Full Time,91786
CARDIAC WELLNESS,"PHYSIOLOGIST, EXERCI",31.0,9/1/2016,4.417,RFT - LOA > 30 da,91710
CARDIAC WELLNESS,"PHYSIOLOGIST, EXERCI",37.68,4/2/2007,13.833,Active Full Time,91784
CARDIAC WELLNESS,"PHYSIOLOGIST, EXERCI",37.68,3/28/2005,15.917,Active Full Time,91701
ICU,"PRACTITIONER, ACUTE",84.498,5/14/1990,30.75,Active Full Time,91709
CARDIAC SURGERY ADMI,"PRACTITIONER, ACUTE",84.498,11/14/2016,4.25,RFT - LOA > 30 da,92835
CARDIAC SURGERY ADMI,"PRACTITIONER, ACUTE",63.055,3/9/2020,0.917,Active Full Time,91789
SLEEP CENTER,"PRACTITIONER, NURSE",84.498,5/8/2017,3.75,Active Part Time,91709
INFECTION CONTROL,"PREVENTIONIST, INFEC",71.611,6/5/2017,3.667,Active Full Time,92880
INFECTION CONTROL,"PREVENTIONIST, INFEC",71.611,7/14/2008,12.583,Active Full Time,92336
INFECTION CONTROL,"PREVENTIONIST, INFEC",71.611,7/5/2011,9.583,Active Full Time,91730
MASTER PLANNING,PROJECT COORDINATOR,52.349,11/6/2020,0.25,Active Full Time,92504
MASTER PLANNING,PROJECT COORDINATOR,57.714,9/12/1989,31.417,Active Full Time,91730
ADMITTING NORTH,RECEPTIONIST,16.305,12/1/2020,0.167,Active Part Time,91701
ADMITTING NORTH,RECEPTIONIST,17.977,12/7/2020,0.167,Active Part Time,91768
ADMITTING NORTH,RECEPTIONIST,20.811,6/16/1994,26.667,Active Regular Pa,91766
ADMITTING NORTH,RECEPTIONIST,20.811,4/28/1980,40.833,Active Regular Pa,91710
CLAREMONT HC URGENT,"RECEPTIONIST, MEDICA",18.47,9/28/2020,0.417,Active Regular Pa,91706
CHINO HILLS  HEALTH,"RECEPTIONIST, MEDICA",26.138,4/22/2012,8.833,Active Full Time,91730
CLAREMONT HC URGENT,"RECEPTIONIST, MEDICA",20.363,1/29/2018,3.083,Active Full Time,91768
CHINO HILLS  HEALTH,"RECEPTIONIST, MEDICA",21.382,10/29/2003,17.333,Active Full Time,91710
CLAREMONT HC PRIMARY,"RECEPTIONIST, MEDICA",21.382,6/22/2004,16.667,Active Full Time,91761
CH CROSSROADS HEALTH,"RECEPTIONIST, MEDICA",21.382,3/9/2009,11.917,Active Full Time,91709
CLAREMONT HC PRIMARY,"RECEPTIONIST, MEDICA",21.382,8/8/2016,4.5,Active Full Time,91740
CLAREMONT HC PRIMARY,"RECEPTIONIST, MEDICA",21.382,9/15/2006,14.417,Active Full Time,91710
FAMILY PRACTICE CLIN,"RECEPTIONIST, MEDICA",21.382,6/11/2018,2.667,Active Full Time,91766
LAVERNE HC PRIMARY C,"RECEPTIONIST, MEDICA",21.382,4/10/2017,3.833,Active Full Time,91768
FAMILY PRACTICE CLIN,"RECEPTIONIST, MEDICA",21.382,6/28/2000,20.667,Active Full Time,92376
CHINO HILLS  HEALTH,"RECEPTIONIST, MEDICA",21.382,8/15/2005,15.5,Active Full Time,91767
CLAREMONT HC PRIMARY,"RECEPTIONIST, MEDICA",21.382,2/10/2020,1.0,Active Full Time,91723
CHINO HILLS  HEALTH,"RECEPTIONIST, MEDICA",21.382,3/10/2008,12.917,Active Full Time,91709
LAVERNE HC URGENT CA,"RECEPTIONIST, MEDICA",16.753,12/6/2020,0.167,Active Regular Pa,91762
CLAREMONT HC PRIMARY,"RECEPTIONIST, MEDICA",21.382,4/2/2003,17.833,Active Full Time,91773
LAVERNE HC PRIMARY C,"RECEPTIONIST, MEDICA",21.382,12/10/2018,2.167,Active Full Time,91744
CH CROSSROADS HEALTH,"RECEPTIONIST, MEDICA",21.382,12/9/2019,1.167,Active Full Time,91740
CLAREMONT HC URGENT,"RECEPTIONIST, MEDICA",16.753,7/5/2020,0.583,Active Full Time,92880
CLAREMONT HC URGENT,"RECEPTIONIST, MEDICA",21.382,3/10/2016,4.917,Active Full Time,91773
LAVERNE HC URGENT CA,"RECEPTIONIST, MEDICA",20.363,8/27/2018,2.5,Active Full Time,91761
FAMILY PRACTICE CLIN,"RECEPTIONIST, MEDICA",21.382,10/27/2003,17.333,Active Full Time,91766
LAVERNE HC PRIMARY C,"RECEPTIONIST, MEDICA",21.382,9/18/2017,3.417,Active Full Time,91767
FAMILY PRACTICE CLIN,"RECEPTIONIST, MEDICA",15.955,6/8/2020,0.667,Active Full Time,91761
CH CROSSROADS URGENT,"RECEPTIONIST, MEDICA",26.138,5/20/2002,18.75,Active Full Time,91766
CLAREMONT HC URGENT,"RECEPTIONIST, MEDICA",21.382,7/8/2002,18.583,Active Regular Pa,91710
CLAREMONT HC PRIMARY,"RECEPTIONIST, MEDICA",18.47,2/26/2018,3.0,Active Full Time,92880
FAMILY PRACTICE CLIN,"RECEPTIONIST, MEDICA",21.382,5/12/2014,6.75,Active Full Time,92392
FAMILY PRACTICE CLIN,"RECEPTIONIST, MEDICA",21.382,4/4/2018,2.833,Active Full Time,91702
CHINO HILLS  HEALTH,"RECEPTIONIST, MEDICA",21.382,2/20/2006,15.0,RFT - LOA > 30 da,91762
CHINO HILLS  HEALTH,"RECEPTIONIST, MEDICA",21.382,7/7/2006,14.583,Active Full Time,91761
HUMAN RESOURCES,RECRUITER,49.279,4/9/2012,8.833,Active Full Time,91710
CANCER REGISTRY,"REGISTRAR, CANCER",31.068,6/18/2019,1.667,Active Part Time,92879
TRAUMA SERVICES,"REGISTRAR, TRAUMA",30.217,3/13/2017,3.917,Active Full Time,91765
TRAUMA SERVICES,"REGISTRAR, TRAUMA",27.407,11/11/2019,1.25,Active Full Time,91762
TRAUMA SERVICES,"REGISTRAR, TRAUMA",28.777,11/5/2018,2.25,Active Full Time,91739
SATELLITE CENTRAL BI,"REP, CUSTOMER SERVIC",16.253,6/2/2017,3.667,Active Full Time,91767
HEALTH INFO MGNT,"REP, DOC IMAGING QUA",28.885,11/12/2018,2.25,Active Full Time,90242
HEALTH INFO MGNT,"REP, DOC IMAGING QUA",26.2,10/5/2015,5.333,Active Full Time,92879
HEALTH INFO MGNT,"REP, DOC IMAGING QUA",28.885,1/7/2008,13.083,Active Full Time,91786
HEALTH INFO MGNT,"REP, DOC IMAGING QUA",28.885,7/16/2018,2.583,Active Full Time,92346
HEALTH INFO MGNT,"REP, DOC IMAGING QUA",28.885,3/13/2006,14.917,Active Full Time,91761
HEALTH INFO MGNT,"REP, DOC IMAGING QUA",28.885,2/9/2004,17.0,Active Full Time,91767
HEALTH INFO MGNT,"REP, DOC IMAGING QUA",28.885,5/20/1999,21.75,Active Regular Pa,92404
HEALTH INFO MGNT,"REP, DOC IMAGING QUA",27.51,8/4/2008,12.5,Active Full Time,92337
HEALTH INFO MGNT,"REP, DOC IMAGING QUA",27.51,12/28/1998,22.167,Active Full Time,91766
HEALTH INFO MGNT,"REP, DOC IMAGING QUA",28.885,8/31/1998,22.5,Active Full Time,92335
HEALTH INFO MGNT,"REP, DOC IMAGING QUA",28.885,10/4/2005,15.333,Active Full Time,91786
CLAREMONT HC RAD DIA,"REP, IMAGING SUPPORT",26.138,2/9/2004,17.0,Active Full Time,91786
CREDIT & COLLECTIONS,"REP, IMAGING SUPPORT",21.897,2/25/2003,18.0,Active Full Time,91762
CLAREMONT HC RAD DIA,"REP, IMAGING SUPPORT",18.575,7/13/2020,0.583,Active Part Time,92840
RADIOLOGY-MRI,"REP, IMAGING SUPPORT",19.504,5/27/2016,4.75,Active Part Time,91767
CREDIT & COLLECTIONS,"REP, IMAGING SUPPORT",21.897,11/13/2006,14.25,Active Full Time,91710
BREAST HEALTH CENTER,"REP, IMAGING SUPPORT",26.138,1/2/2001,20.083,Active Full Time,91761
LAVERNE HC RAD DIAGN,"REP, IMAGING SUPPORT",26.138,4/11/2003,17.833,Active Full Time,91768
BREAST HEALTH CENTER,"REP, IMAGING SUPPORT",27.445,12/28/1992,28.167,Active Full Time,91786
RADIOLOGY DIAG CH CR,"REP, IMAGING SUPPORT",26.138,11/17/2006,14.25,Active Regular Pa,91750
CLAREMONT HC RAD DIA,"REP, IMAGING SUPPORT",18.575,7/17/2018,2.583,Active Part Time,91766
CLAREMONT HC RAD DIA,"REP, IMAGING SUPPORT",26.138,7/21/2008,12.583,Active Full Time,91741
CLAREMONT HC RAD DIA,"REP, IMAGING SUPPORT",21.503,2/7/2018,3.0,Active Regular Pa,91752
CHINO HILLS IMAGING,"REP, IMAGING SUPPORT",27.445,2/17/1992,29.0,Active Full Time,91752
CLAREMONT HC RAD DIA,"REP, IMAGING SUPPORT",23.708,6/8/2015,5.667,Active Full Time,91768
RADIOLOGY-MRI,"REP, IMAGING SUPPORT",19.504,6/10/2019,1.667,Active Part Time,91710
CREDIT & COLLECTIONS,"REP, IMAGING SUPPORT",20.854,11/14/2016,4.25,Active Regular Pa,91766
CHINO HILLS IMAGING,"REP, IMAGING SUPPORT",27.445,6/22/1992,28.667,Active Full Time,91761
LAVERNE HC RAD DIAGN,"REP, IMAGING SUPPORT",27.445,4/10/1995,25.833,Active Full Time,91708
CREDIT & COLLECTIONS,"REP, IMAGING SUPPORT",21.897,10/20/2008,12.333,Active Full Time,91764
LAVERNE HC RAD DIAGN,"REP, IMAGING SUPPORT",20.479,3/29/2017,3.917,Active Full Time,92336
BREAST HEALTH CENTER,"REP, IMAGING SUPPORT",26.138,2/5/1996,25.0,Active Full Time,92557
RADIOLOGY-ADMIN,"REP, IMAGING SUPPORT",26.138,8/23/2004,16.5,Active Full Time,92337
PLANT OPERATIONS,"REP, INVENTORY CONTR",32.376,9/11/2006,14.417,Active Full Time,91709
CONTRACT BILLING,"REP, PATIENT ACCOUNT",23.708,5/18/2015,5.75,Active Full Time,91768
CONTRACT BILLING,"REP, PATIENT ACCOUNT",26.138,1/7/2009,12.083,Active Full Time,91768
CREDIT & COLLECTIONS,"REP, PATIENT ACCOUNT",26.138,3/16/2004,16.917,Active Regular Pa,91730
CONTRACT BILLING,"REP, PATIENT ACCOUNT",19.504,2/3/2020,1.0,Active Full Time,92345
MEDI-CAL BILLING,"REP, PATIENT ACCOUNT",26.138,12/3/2007,13.167,Active Full Time,92336
SATELLITE CENTRAL BI,"REP, PATIENT ACCOUNT",26.138,1/29/2001,20.083,Active Full Time,91767
SATELLITE CENTRAL BI,"REP, PATIENT ACCOUNT",26.138,8/23/2016,4.5,Active Full Time,91730
CONTRACT BILLING,"REP, PATIENT ACCOUNT",26.138,11/19/2007,13.25,Active Full Time,91761
CREDIT & COLLECTIONS,"REP, PATIENT ACCOUNT",26.138,8/31/2000,20.5,Active Full Time,91768
CONTRACT BILLING,"REP, PATIENT ACCOUNT",23.708,3/9/2015,5.917,Active Full Time,91709
CONTRACT BILLING,"REP, PATIENT ACCOUNT",26.138,10/20/2006,14.333,Active Full Time,91706
CONTRACT BILLING,"REP, PATIENT ACCOUNT",27.445,2/1/1981,40.0,Active Part Time,91763
SATELLITE CENTRAL BI,"REP, PATIENT ACCOUNT",26.138,9/17/2018,2.417,Active Full Time,91768
CONTRACT BILLING,"REP, PATIENT ACCOUNT",18.575,12/8/2020,0.167,Active Full Time,91773
CREDIT & COLLECTIONS,"REP, PATIENT ACCOUNT",26.138,12/16/2002,18.167,Active Full Time,91769
CREDIT & COLLECTIONS,"REP, PATIENT ACCOUNT",26.138,6/25/2019,1.667,Active Full Time,91766
CONTRACT BILLING,"REP, PATIENT ACCOUNT",26.138,11/12/2012,8.25,Active Full Time,91767
MEDICARE BILLING,"REP, PATIENT ACCOUNT",26.138,12/9/2013,7.167,Active Full Time,91763
MEDI-CAL BILLING,"REP, PATIENT ACCOUNT",26.138,12/17/2007,13.167,Active Full Time,91722
CONTRACT BILLING,"REP, PATIENT ACCOUNT",26.138,12/13/2001,19.167,Active Full Time,92336
MEDICARE BILLING,"REP, PATIENT ACCOUNT",26.138,4/20/2015,5.833,Active Full Time,91786
SATELLITE CENTRAL BI,"REP, PATIENT ACCOUNT",26.138,9/14/2006,14.417,Active Full Time,91710
MEDI-CAL BILLING,"REP, PATIENT ACCOUNT",26.138,1/12/2004,17.083,Active Full Time,91766
MEDICARE BILLING,"REP, PATIENT ACCOUNT",27.445,5/19/1993,27.75,Active Full Time,91709
SATELLITE CENTRAL BI,"REP, PATIENT ACCOUNT",26.138,7/22/2005,15.583,Active Full Time,92407
CREDIT & COLLECTIONS,"REP, PATIENT ACCOUNT",24.894,11/14/2016,4.25,Active Full Time,91710
MEDICARE BILLING,"REP, PATIENT ACCOUNT",26.138,11/12/2007,13.25,Active Full Time,92316
CREDIT & COLLECTIONS,"REP, PATIENT ACCOUNT",26.138,5/12/2003,17.75,Active Full Time,91710
MEDICARE BILLING,"REP, PATIENT ACCOUNT",26.138,10/31/2007,13.333,Active Full Time,91766
SATELLITE CENTRAL BI,"REP, PATIENT ACCOUNT",24.894,8/2/2016,4.5,Active Full Time,92509
CONTRACT BILLING,"REP, PATIENT ACCOUNT",22.579,9/14/2020,0.417,Active Part Time,91786
MEDI-CAL BILLING,"REP, PATIENT ACCOUNT",26.138,11/23/1998,22.25,Active Full Time,91786
CONTRACT BILLING,"REP, PATIENT ACCOUNT",26.138,10/28/2011,9.333,Active Full Time,91723
CREDIT & COLLECTIONS,"REP, PATIENT ACCOUNT",26.138,6/5/2004,16.667,Active Full Time,91767
CONTRACT BILLING,"REP, PATIENT ACCOUNT",24.894,9/14/2020,0.417,Active Part Time,91701
CONTRACT BILLING,"REP, PATIENT ACCOUNT",26.138,7/13/2015,5.583,Active Full Time,91711
CONTRACT BILLING,"REP, PATIENT ACCOUNT",24.894,2/3/2020,1.0,Active Full Time,91730
CONTRACT BILLING,"REP, PATIENT ACCOUNT",26.138,2/29/2012,9.0,Active Full Time,91710
CONTRACT BILLING,"REP, PATIENT ACCOUNT",26.138,11/3/2014,6.25,Active Full Time,92335
MEDI-CAL BILLING,"REP, PATIENT ACCOUNT",27.445,10/7/1985,35.333,Active Full Time,91737
MEDICARE BILLING,"REP, PATIENT ACCOUNT",26.138,5/5/2014,6.75,Active Full Time,91739
MEDI-CAL BILLING,"REP, PATIENT ACCOUNT",26.138,11/18/1998,22.25,Active Full Time,91701
CONTRACT BILLING,"REP, PATIENT ACCOUNT",20.479,12/8/2020,0.167,Active Part Time,91764
MEDI-CAL BILLING,"REP, PATIENT ACCOUNT",20.479,9/28/2020,0.417,Active Full Time,91724
CONTRACT BILLING,"REP, PATIENT ACCOUNT",26.138,11/7/2007,13.25,Active Full Time,91773
CONTRACT BILLING,"REP, PATIENT ACCOUNT",24.894,8/10/2015,5.5,Active Full Time,91762
CONTRACT BILLING,"REP, PATIENT ACCOUNT",26.138,5/11/2015,5.75,Active Full Time,91761
MEDICARE BILLING,"REP, PATIENT ACCOUNT",26.138,1/11/2021,0.083,Active Full Time,91767
CONTRACT BILLING,"REP, PATIENT ACCOUNT",26.138,12/1/2000,20.167,RFT - LOA > 30 da,91729
CONTRACT BILLING,"REP, PATIENT ACCOUNT",26.138,3/10/2008,12.917,Active Full Time,91730
MEDICARE BILLING,"REP, PATIENT ACCOUNT",26.138,3/2/2020,0.917,Active Full Time,92371
PATIENT RELATIONS,"REP, PATIENT RELATIO",31.52,1/26/2015,6.083,Active Full Time,92336
PATIENT RELATIONS,"REP, PATIENT RELATIO",34.75,11/28/2011,9.25,Active Full Time,91737
PHYSICIAN BILLING,"REP, PHYSICIAN BILLI",26.234,11/26/2001,19.25,Active Regular Pa,91730
PHYSICIAN BILLING,"REP, PHYSICIAN BILLI",26.234,5/3/1999,21.75,Active Regular Pa,91767
PHYSICIAN BILLING,"REP, PHYSICIAN BILLI",26.234,5/2/2002,18.75,Active Regular Pa,91710
PHYSICIAN BILLING,"REP, PHYSICIAN BILLI",26.234,2/2/2009,12.0,Active Regular Pa,90802
PRE SERVICES DEPARTM,"REP, PRE SERVICES",20.73,7/11/2018,2.583,Active Full Time,91766
PRE SERVICES DEPARTM,"REP, PRE SERVICES",27.782,10/8/2002,18.333,Active Regular Pa,92509
PRE SERVICES DEPARTM,"REP, PRE SERVICES",27.782,8/13/2018,2.5,Active Full Time,91786
PRE SERVICES DEPARTM,"REP, PRE SERVICES",27.782,7/11/2005,15.583,Active Regular Pa,91768
PRE SERVICES DEPARTM,"REP, PRE SERVICES",23.998,5/2/2016,4.75,Active Full Time,91791
PRE SERVICES DEPARTM,"REP, PRE SERVICES",27.782,2/11/2008,13.0,Active Full Time,91702
PRE SERVICES DEPARTM,"REP, PRE SERVICES",27.782,5/13/2019,1.75,Active Full Time,91722
PRE SERVICES DEPARTM,"REP, PRE SERVICES",27.782,6/27/2003,17.667,Active Regular Pa,91767
PRE SERVICES DEPARTM,"REP, PRE SERVICES",26.459,3/12/2018,2.917,Active Full Time,91101
PRE SERVICES DEPARTM,"REP, PRE SERVICES",27.782,1/22/2001,20.083,RFT - LOA > 30 da,91766
PRE SERVICES DEPARTM,"REP, PRE SERVICES",23.998,12/4/2015,5.167,Active Full Time,91710
PRE SERVICES DEPARTM,"REP, PRE SERVICES",27.782,7/10/2017,3.583,Active Full Time,91701
PRE SERVICES DEPARTM,"REP, PRE SERVICES",26.459,11/9/2015,5.25,Active Full Time,91711
PRE SERVICES DEPARTM,"REP, PRE SERVICES",27.782,8/12/1996,24.5,Active Regular Pa,91722
PRE SERVICES DEPARTM,"REP, PRE SERVICES",25.198,10/29/2019,1.333,Active Full Time,91730
PRE SERVICES DEPARTM,"REP, PRE SERVICES",27.782,7/30/2007,13.583,Active Full Time,91701
PRE SERVICES DEPARTM,"REP, PRE SERVICES",27.782,6/27/2003,17.667,Active Regular Pa,91786
PRE SERVICES DEPARTM,"REP, PRE SERVICES",29.172,5/20/1981,39.75,RFT - LOA > 30 da,91763
PRE SERVICES DEPARTM,"REP, PRE SERVICES",26.459,11/11/2019,1.25,Active Full Time,91763
PRE SERVICES DEPARTM,"REP, PRE SERVICES",26.459,1/16/2017,4.083,RFT - LOA > 30 da,92411
PRE SERVICES DEPARTM,"REP, PRE SERVICES",29.172,10/30/1974,46.333,RFT - LOA > 30 da,92336
PRE SERVICES DEPARTM,"REP, PRE SERVICES",27.782,5/2/2002,18.75,Active Regular Pa,91762
PRE SERVICES DEPARTM,"REP, PRE SERVICES",27.782,3/12/2002,18.917,Active Full Time,92336
PRE SERVICES DEPARTM,"REP, PRE SERVICES",27.782,2/26/2003,18.0,Active Regular Pa,92377
PRE SERVICES DEPARTM,"REP, PRE SERVICES",26.459,5/11/2015,5.75,RFT - LOA > 30 da,91766
PRE SERVICES DEPARTM,"REP, PRE SERVICES",23.998,5/11/2015,5.75,RFT - LOA > 30 da,91764
PRE SERVICES DEPARTM,"REP, PRE SERVICES",23.998,8/11/2016,4.5,Active Full Time,91767
SATELLITE CENTRAL BI,"REP, REFUNDS ACCOUNT",26.138,7/7/2005,15.583,Active Full Time,92377
PHARMACY RESIDENCY P,RESIDENT PHARMACIST,27.193,7/1/2020,0.583,Active Full Time,91706
PHARMACY RESIDENCY P,RESIDENT PHARMACIST,27.193,7/1/2020,0.583,Active Full Time,92620
PHARMACY RESIDENCY P,RESIDENT PHARMACIST,27.193,7/1/2020,0.583,Active Full Time,90260
FAMILY MEDICINE RESI,"RESIDENT, 1ST YEAR",27.193,7/1/2020,0.583,Active Full Time,90022
FAMILY MEDICINE RESI,"RESIDENT, 1ST YEAR",27.193,7/1/2020,0.583,Active Full Time,92708
